var name,label,var type,dataset
V1242,"V1242 - PH21c: Currently has problems caused by a strokePH21c. Has a doctor, nurse, or other health care provider told you that you currently have problems caused by a stroke?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1243,"V1243 - PH21d: Currently has diabetesPH21d. Has a doctor, nurse, or other health care provider told you that you currently have diabetes, high blood sugar, or sugar
diabetes?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1244,"V1244 - PH21e: Currently has heart diseasePH21e. Has a doctor, nurse, or other health care provider told you that you currently have heart disease, including a heart
attack, coronary heart disease, angina, congestive heart failure or other heart problems?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1245,"V1245 - PH21f: Currently has kidney problemsPH21f. Has a doctor, nurse, or other health care provider told you that you currently have a problem with your kidneys?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1246,"V1246 - PH21g: Currently has arthritis/gout/lupus/fibromyalgiaPH21g. Has a doctor, nurse, or other health care provider told you that you currently have arthritis, rheumatoid arthritis,
gout, lupus, or fibromyalgia?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1247,"V1247 - PH21h: Currently has asthmaPH21h. Has a doctor, nurse, or other health care provider told you that you currently have asthma?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1248,"V1248 - PH21i: Currently has cirrhosis of liverPH21i. Has a doctor, nurse, or other health care provider told you that you currently have cirrhosis of the liver?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1249,"V1249 - PH21j: Currently has Hepatitis BPH21j. Has a doctor, nurse, or other health care provider told you that you currently have Hepatitis B?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1250,"V1250 - PH21k: Currently has Hepatitis CPH21k. Has a doctor, nurse, or other health care provider told you that you currently have Hepatitis C?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1251,"V1251 - PH22: Smoked at least 100 cigarettes in lifetimePH22. These next questions are about smoking cigarettes. Have you smoked at least 100 cigarettes in your entire life (that is,
about 5 packs)?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1252,"V1252 - PH23: Age first started smoking fairly regularlyPH23. How old were you when you first started smoking cigarettes fairly regularly?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1253,"V1253 - PH24: Allowed to smoke at facilityPH24. Are you allowed to smoke at this facility?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1254,"V1254 - PH25: Regularity of smoking nowPH25. Do you now smoke cigarettes every day, some days, or not all?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1255,"V1255 - PH26: # of days smoked in past 30 daysPH26. On how many of the past 30 days did you smoke cigarettes?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1256,"V1256 - PH27: # of cigarettes smoked per dayPH27. On the [PH26] days you smoked cigarettes during the past 30 days, how many cigarettes did you smoke per day, on average?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1257,"V1257 - PH28: Reason for not smoking in past 30 daysPH28. Why haven't you smoked any cigarettes during the past 30 days?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1258,"V1258 - PH29: Regularity of smoking 30 days before arrestPH29. During the 30 days before your arrest [DATE_ARREST], did you smoke cigarettes every day, some days, or not at all?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1259,"V1259 - PH30: Physical exercise in last 30 daysPH30. Now I'd like to ask about exercise. During the last 30 days, did you spend any time doing physical exercise, for example
sports, weightlifting, or running?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1260,"V1260 - PH31: # of days spent exercising in past 30 daysPH31. On how many of those 30 days did you spend time doing any physical exercise?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1261,"V1261 - PH_END: Section 5 Physical Health End Flag (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1262,"V1262 - AU_BGN: Section 6 Alcohol Use Begin Flag (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1263,"V1263 - AU1: Ever had an alcoholic beverageAU1. The next questions are about drinks of alcoholic beverages, such as beer, wine, brandy, and mixed drinks. By a ""drink,"" we
mean a can or bottle of beer, a glass of wine or a wine cooler, a shot of liquor, or a mixed drink with liquor in it. Have you
ever, even once, had a drink of any type of alcoholic beverage? Please do not include times when you only had a sip or two from
a drink.Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1264,"V1264 - AU2: Age when first drank alcoholic beverageAU2. Think about the first time you had a drink of an alcoholic beverage. How old were you the first time you had a drink of an
alcoholic beverage? (Please do not include any time when you only had a sip or two from a drink.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1265,"V1265 - AU3: Drink 6+ days during 12 months before admissionAU3. Did you drink alcohol 6 or more days during the 12 months before your admission to prison [DATE_ADMIT]?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1266,"V1266 - AU4: Ever drink during 12 months before admissionAU4. Did you drink any alcohol during the 12 months before your admission to prison [DATE_ADMIT]?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1267,"V1267 - AU5: Drinking alcohol at time of offenseAU5. Had you been drinking any alcohol at the time of the [CONTROLLING_OFFENSE] for which you are now in prison?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1268,"V1268 - AUD1: Any binge drinking during 12 months before admissionAUD1. Think about your use of alcohol during the 12 months before your admission to prison [DATE_ADMIT].  During that 12 month
period, was there a month or more when you spent a lot of your time getting or drinking alcohol?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1269,"V1269 - AUD2: Month getting over effects of alcoholAUD2. During the 12 months before your admission to prison [DATE_ADMIT] , was there a month or more when you spent a lot of
time getting over the effects of the alcohol you drank?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1270,"V1270 - AUD3: Set limits to alcohol consumptionAUD3. (During the 12 months before your admission to prison [DATE_ADMIT]), did you try to set limits on how often or how much
alcohol you would drink?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1271,"V1271 - AUD4: Able to keep to limits setAUD4. Were you able to keep to the limits you set, or did you often drink more than you intended to?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1272,"V1272 - AUD5: Needed to drink more alcohol to get same effectAUD5. During that 12 month period, did you need to drink more alcohol than you used to in order to get the effect you wanted?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1273,"V1273 - AUD6: Drinking same amount of alcohol had less affectAUD6. (During that 12 month period), did you notice that drinking the same amount of alcohol had less effect on you than it
used to?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1274,"V1274 - AUD7: Want/try to cut back on alcoholAUD7. (During that 12 month period), did you want to or try to cut down or stop drinking alcohol?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1275,"V1275 - AUD8: Able to cut down/stop every timeAUD8. (During that 12 month period), were you able to cut down or stop drinking alcohol every time you wanted to or tried to?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1276,"V1276 - AUD9: Cut down or stopped at least onceAUD9. (During that 12 month period), did you cut down or stop drinking at least one time?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1277,"V1277 - AUD10: Experienced symptoms after cutting backAUD10. During that 12 month period, did you have 2 or more of these symptoms after you cut back or stopped drinking alcohol?
Sweating or feeling that your heart was beating fast?  Having your hands tremble? Having trouble sleeping? Vomiting or
feeling nauseous? Seeing, hearing, or feeling things that weren't really there? Feeling like you couldn't sit still?
Feeling anxious? Having seizures or fits?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
